DBN,School Name,Teacher Expectation
24Q455,Newtown High School,0.547148575
24Q457,HS Arts & Business Yabc,0.40207816
24Q485,Grover Cleveland High School,0.38231407
24Q520,Middle College High School at LaGuardia Community College,0.497358009
24Q530,International High School at LaGuardia Community College,0.742717462
24Q550,High School for Arts and Business,0.652450479
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",0.596504607
24Q585,Maspeth High School,0.559760305
24Q600,Queens Vocational and Technical High School,0.530419076
24Q610,Aviation Career & Technical Education High School,0.522543738
24Q744,VOYAGES Preparatory,0.580339981
25Q025,I.S. 025 Adrien Block,0.60552881
25Q164,P.S. 164 Queens Valley,0.617006153
25Q185,J.H.S. 185 Edward Bleeker,0.715735915
25Q189,J.H.S. 189 Daniel Carter Beard,0.659251062
25Q194,J.H.S. 194 William Carr,0.624354041
25Q200,PS/MS 200 - The Pomonok School & STAR Academy,0.55245578
25Q219,P.S. 219 Paul Klapper,0.724933354
25Q237,I.S. 237,0.619601904
25Q240,Veritas Academy,0.565949334
25Q241,Queens High School for Language Studies,0.728331599
25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,0.670049574
25Q252,"Queens School of Inquiry, The",0.650778979
25Q263,Flushing International High School,0.648089603
25Q281,East-West School of International Studies,0.622285146
25Q285,World Journalism Preparatory: A College Board School,0.521732211
25Q294,BELL Academy,0.650703753
25Q425,John Bowne High School,0.419195286
25Q460,Flushing High School,0.371272644
25Q467,Flushing Yabc,0.419268129
25Q499,"The Queens College School for Math, Science and Technology",0.655135063
25Q525,Townsend Harris High School,0.694469047
25Q540,Queens Academy High School,0.439416903
25Q670,Robert F. Kennedy Community High School,0.488627685
25Q792,North Queens Community High School,0.481700656
26Q067,J.H.S. 067 Louis Pasteur,0.624766301
26Q074,J.H.S. 074 Nathaniel Hawthorne,0.671525558
26Q158,M.S. 158 Marie Curie,0.660695339
26Q172,Irwin Altman Middle School 172,0.624225695
26Q178,P.S./ IS 178 Holliswood,0.661559132
26Q216,J.H.S. 216 George J. Ryan,0.734673124
26Q266,P.S. / I.S. 266,0.675531991
26Q315,Business Technology Early College High School,0.665870348
26Q415,Benjamin N. Cardozo High School,0.481669552
26Q430,Francis Lewis High School,0.653541543
26Q435,Martin Van Buren High School,0.432872729
26Q495,Bayside High School,0.511901366
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",0.478862301
27Q042,P.S./M.S 042 R. Vernam,0.696782263
27Q043,P.S. 043,0.477673542
27Q045,P.S. 045 Clarence Witherspoon,0.668172598
27Q047,P.S. 047 Chris Galas,0.826219512
27Q053,M.S. 053 Brian Piccolo,0.681510001
27Q105,P.S. 105 The Bay School,0.711862914
27Q114,P.S. / M.S. 114 Belle Harbor,0.780435387
27Q124,P.S. 124 Osmond A Church,0.723661062
27Q137,M.S. 137 America's School of Heroes,0.632850523
27Q146,P.S. 146 Howard Beach,0.692774112
27Q183,P.S. 183 Dr. Richard R. Green,0.735861395
27Q202,J.H.S. 202 Robert H. Goddard,0.630968277
27Q207,P.S. 207 Rockwood Park,0.740474578
27Q210,J.H.S. 210 Elizabeth Blackwell,0.655164007
27Q226,J.H.S. 226 Virgil I. Grissom,0.600999717
27Q232,P.S. 232 Lindenwood,0.834884169
27Q260,Frederick Douglass Academy VI High School,0.424358046
27Q261,Voyages Prep - South Queens,0.648110029
27Q262,Channel View School for Research,0.6480909
27Q282,Knowledge and Power Preparatory Academy VI,0.684031159
27Q297,Hawtree Creek Middle School,0.869229039
27Q302,"Queens High School for Information, Research, and Technology",0.492041778
27Q308,Robert H. Goddard High School of Communication Arts and Technology,0.634834228
27Q309,Academy of Medical Technology: A College Board School,0.553456287
27Q314,Epic High School - South,0.515420953
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,0.776607747
27Q319,VILLAGE ACADEMY,0.646665335
27Q323,Scholars' Academy,0.787139547
27Q324,Rockaway Park High School for Environmental Sustainability,0.475522114
27Q333,Goldie Maple Academy,0.672653572
27Q334,Epic High School - North,0.550273318
27Q351,Rockaway Collegiate High School,0.28867899
27Q400,August Martin High School,0.364948719
27Q475,Richmond Hill High School,0.458981803
27Q480,John Adams High School,0.388891851
27Q487,John Adams Yabc,0.610658668
27Q650,"High School for Construction Trades, Engineering and Architecture",0.602900068
28Q008,J.H.S. 008 Richard S. Grossley,0.523885667
28Q072,Catherine & Count Basie Middle School 72,0.518551997
28Q099,P.S. 099 Kew Gardens,0.745
28Q101,P.S. 101 School in the Gardens,0.861775567
28Q157,J.H.S. 157 Stephen A. Halsey,0.712541939
28Q167,Metropolitan Expeditionary Learning School,0.575221271
28Q190,J.H.S. 190 Russell Sage,0.600976583
28Q217,J.H.S. 217 Robert A. Van Wyck,0.654249094
28Q284,York Early College Academy,0.713490719
28Q287,The Emerson School,0.584080147
28Q310,Queens Collegiate: A College Board School,0.601144404
28Q325,Hillside Arts & Letters Academy,0.610216209
28Q328,High School for Community Leadership,0.626990361
28Q332,Redwood Middle School,0.669680644
28Q338,Queens Satellite High School for Opportunity,0.358656652
28Q350,Jamaica Gateway to the Sciences,0.456451706
28Q440,Forest Hills High School,0.465371795
28Q505,Hillcrest High School,0.523499192
28Q620,Thomas A. Edison Career and Technical Education High School,0.522542835
28Q680,Queens Gateway to Health Sciences Secondary School,0.616670277
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,0.538003905
28Q687,Queens High School for the Sciences at York College,0.422062038
28Q690,High School for Law Enforcement and Public Safety,0.425726688
28Q896,"Young Women's Leadership School, Queens",0.663227142
29Q059,I.S. 059 Springfield Gardens,0.663312475
29Q109,Jean Nuzzi Intermediate School,0.616492506
29Q116,PS/IS 116 William C. Hughley,0.631983293
29Q138,P.S./ M.S.138 Sunrise,0.556187064
29Q147,PS/MS 147 Ronald McNair,0.763343018
29Q156,P.S. 156 Laurelton,0.588668535
29Q192,I.S. 192 The Linden,0.514594216
29Q208,P.S. / I.S. 208,0.710138268
29Q238,I.S. 238 - Susan B. Anthony Academy,0.326276868
29Q243,Institute for Health Professions at Cambria Heights,0.664209706
29Q248,Queens Preparatory Academy,0.488483305
29Q259,Pathways College Preparatory School: A College Board School,0.551903479
29Q265,Excelsior Preparatory High School,0.522724181
29Q268,PS/IS 268,0.718619081
29Q270,The Gordon Parks School,0.739757468
29Q272,George Washington Carver High School for the Sciences,0.492279722
29Q283,Preparatory Academy for Writers: A College Board School,0.517647671
29Q289,Queens United Middle School,0.634046015
29Q295,P.S./I.S. 295,0.719521944
29Q313,Benjamin Franklin High School for Finance & Information Technology,0.504689298
29Q326,Cambria Heights Academy,0.490605595
29Q327,Eagle Academy for Young Men III,0.357203815
29Q355,Collaborative Arts Middle School,0.572873417
29Q356,Community Voices Middle School,0.638980207
29Q492,"Mathematics, Science Research and Technology Magnet High School",0.521116637
29Q494,"Law, Government and Community Service High School",0.321185435
29Q496,"Business, Computer Applications & Entrepreneurship High School",0.42916438
29Q498,Humanities & Arts Magnet High School,0.467358613
30Q010,I.S. 010 Horace Greeley,0.707562812
30Q011,P.S. 011 Kathryn Phelan,0.737733189
30Q078,P.S./I.S. 78Q,0.638762939
30Q084,P.S. 084 Steinway,0.654411765
30Q111,P.S. 111 Jacob Blackwell,0.619626199
30Q122,P.S. 122 Mamie Fay,0.832439678
30Q126,Albert Shanker School for Visual and Performing Arts,0.666509798
30Q127,P.S. 127 Aerospace Science Magne,0.6659872
30Q141,I.S. 141 The Steinway,0.708139964
30Q145,I.S. 145 Joseph Pulitzer,0.723043343
30Q150,P.S. 150 Queens,0.787577142
30Q152,P.S. 152 Gwendoline N. Alleyne School,0.823478308
30Q204,I.S. 204 Oliver W. Holmes,0.62399094
30Q227,I.S. 227 Louis Armstrong,0.754796375
30Q230,I.S. 230,0.688893239
30Q235,Academy for New Americans,0.814924429
30Q258,Energy Tech High School,0.604123192
30Q286,"Young Women's Leadership School, Astoria",0.752765888
30Q291,Hunters Point Community Middle School,0.612800609
30Q300,The 30th Avenue School (G&T Citywide),0.857758621
30Q301,Academy for Careers in Television and Film,0.660829096
30Q445,William Cullen Bryant High School,0.420764273
30Q450,Long Island City High School,0.48453512
30Q501,Frank Sinatra School of the Arts High School,0.630472793
30Q502,Information Technology High School,0.50266244
30Q555,Newcomers High School,0.594139106
30Q575,Academy of American Studies,0.65753888
30Q580,Baccalaureate School for Global Education,0.75964496
31R002,I.S. R002 George L. Egbert,0.619542191
31R007,I.S. 007 Elias Bernstein,0.717914286
31R024,I.S. 024 Myra S. Barnes,0.565493634
31R027,I.S. 027 Anning S. Prall,0.488316344
31R028,The Eagle Academy for Young Men of Staten Island,0.757153282
31R034,I.S. 034 Tottenville,0.699221702
31R047,CSI High School for International Studies,0.691195271
31R048,P.S. 048 William G. Wilcox,0.708045914
31R049,I.S. 49 Berta A. Dreyfus,0.565890725
31R051,I.S. 051 Edwin Markham,0.635761577
31R061,I.S. 061 William A Morris,0.574454455
31R063,Marsh Avenue School for Expeditionary Learning,0.728081414
31R064,Gaynor McCown Expeditionary Learning School,0.578824425
31R072,I.S. 072 Rocco Laurie,0.667222664
31R075,I.S. 075 Frank D. Paulo,0.682943445
31R080,The Michael J. Petrides School,0.665890173
31R440,New Dorp High School,0.461996349
31R445,Port Richmond High School,0.443465239
31R450,Curtis High School,0.480272925
31R455,Tottenville High School,0.513502201
31R460,Susan E. Wagner High School,0.473940883
31R470,Concord High School,0.571426722
31R600,Ralph R. McKee Career and Technical Education High School,0.481944847
31R605,Staten Island Technical High School,0.80401642
31R607,Staten Island Yabc,0.439687212
31R861,Staten Island School of Civic Leadership,0.672912865
32K045,P.S./I.S. 045 Horace E. Greene,0.842887465
32K162,J.H.S. 162 The Willoughby,0.581830297
32K168,The Brooklyn School for Math and Research,0.517767282
32K291,J.H.S. 291 Roland Hayes,0.631534623
32K347,I.S. 347 School of Humanities,0.581085
32K349,"I.S. 349 Math, Science & Tech.",0.661978689
32K377,P.S. 377 Alejandrina B. De Gautier,0.648927385
32K383,J.H.S. 383 Philippa Schuyler,0.699230796
32K384,P.S. /I.S. 384 Frances E. Carter,0.750574163
32K403,Academy for Environmental Leadership,0.525361958
32K545,EBC High School for Public Service - Bushwick,0.52096931
32K549,Bushwick School for Social Justice,0.523729137
32K552,Academy of Urban Planning,0.524423984
32K554,All City Leadership Secondary School,0.83129551
32K556,Bushwick Leaders High School for Academic Excellence,0.502368178
32K562,Evergreen Middle School for Urban Exploration,0.717654906
32K564,Bushwick Community High School,0.669415426
75K036,P.S. 36,0.468782532
75K053,P.S. K053,0.898538187
75K077,P.S. K077,0.725368523
75K140,P.S. K140,0.550307859
75K231,P.S. K231,0.799107143
75K368,P.S. 368,0.313716234
75K369,P.S. K369 - Coy L. Cox School,0.566324609
75K370,P.S. 370,0.708824787
75K371,P.S. 371 - Lillian L. Rashkis,0.479886183
75K373,P.S. 373 - Brooklyn Transition Center,0.624362895
75K396,P.S. K396,0.483333333
75K721,P.S. K721 - Brooklyn Occupational Training Center,0.6375
75K753,P.S. K753 - School for Career Development,0.377512144
75K771,P.S. K771,0.656324181
75K811,P.S. K811 Connie Lekas School,0.633986928
75M035,P.S. 035,0.300546736
75M079,P.S. M079 - Horan School,0.452728802
75M094,P.S. M094,0.587107162
75M138,P.S. 138,0.487490456
75M169,P.S. M169 - Robert F. Kennedy,0.555051407
75M226,P.S. M226,0.695710456
75M721,P.S. M721 - Manhattan Occupational Training Center,0.684257768
75M751,Manhattan School for Career Development,0.691587792
75M811,P.S. M811 - Mickey Mantle School,0.881159906
75Q004,P.S. Q004,0.826086957
75Q009,P.S. 009,0.58494775
75Q023,P.S. Q023 @ Queens Children Center,0.41432131
75Q075,Robert E. Peary School,0.849228048
75Q177,P.S. Q177,0.728656828
75Q224,P.S. Q224,0.631810466
75Q233,P.S. Q233,0.625409983
75Q256,P.S. Q256,0.550901695
75Q277,The Riverview School,0.285714286
75Q721,John F. Kennedy Jr. School,0.648986889
75Q752,Queens Transition Center,0.499803229
75Q811,P.S. Q811,0.579451112
75Q993,P.S. Q993,0.542334876
75R025,South Richmond High School I.S./P.S. 25,0.421814777
75R037,P.S. R037,0.393780695
75R373,P.S. R373,0.823558798
75R721,THE RICHARD H. HUNGERFORD SCHOOL,0.838141026
75X010,P.S. X010,0.700912925
75X012,P.S. X012 Lewis and Clark School,0.581711106
75X017,P.S. X017,0.633961351
75X168,P.S. 168,0.54460559
75X176,P.S. X176,0.687635575
75X186,P186X Walter J. Damrosch School,0.653004839
75X188,P.S. X188,0.528309723
75X352,The Vida Bogart School for All Children,0.251244321
75X721,P.S. X721 - Stephen McSweeney School,0.640010654
75X723,P.S. 723,0.491883257
75X754,J. M. Rapport School Career Development,0.385854235
75X811,P.S. X811,0.612256078
84K355,Williamsburg Collegiate Charter School,0.788329519
84K356,Achievement First Crown Heights Charter School,0.588026759
84K357,KIPP AMP Charter School,0.676649746
84K358,Achievement First East New York Charter School,0.766707169
84K359,The Uft Charter School,0.379872367
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,0.545730859
84K362,Hellenic Classical Charter School,0.779209038
84K379,Explore Excel Charter School,0.605381166
84K386,Invictus Preparatory Charter School,0.584803276
84K417,Urban Dove Charter School,0.429450652
84K473,Williamsburg Charter High School,0.527491547
84K486,New Dawn Charter High School,0.428380843
84K508,Achievement First Endeavor Charter School,0.677119628
84K536,Community Roots Charter School,0.561536812
84K538,Achievement First Bushwick Charter School,0.343498833
84K593,Excellence Boys Charter School,0.482822982
84K608,Kings Collegiate Charter School,0.787878788
84K626,Achievement First Brownsville Charter School,0.630063959
84K648,Bedford Stuyvesant Collegiate Charter School,0.728143713
84K651,PAVE Academy Charter School,0.617696506
84K652,Brooklyn Ascend Charter School,0.721547711
84K693,Northside Charter High School,0.571306725
84K702,Community Partnership Charter School,0.573249914
84K703,Beginning With Children Charter School,0.604312233
84K704,Explore Charter School,0.539359567
84K707,Brooklyn Prospect Charter School,0.578505358
84K710,Brownsville Collegiate Charter School,0.665876777
84K711,Leadership Preparatory Brownsville Charter School,0.668756957
84K712,Excellence Girls Charter School,0.662165045
84K724,Leadership Prep Canarsie Charter School (Leadership Prep CS 4),0.789049885
84K726,Fahari Academy Charter School,0.57951518
84K730,Summit Academy Charter School,0.514972849
84K731,Brooklyn Excelsior Charter School,0.578721457
84K733,"Math, Engineering, and Science Academy Charter High School",0.659621303
84K737,Brownsville Ascend Charter School,0.737768514
84K738,New Visions Charter High School for Advanced Math and Science III,0.645688323
84K739,New Visions Charter High School for the Humanities III,0.293992249
84K740,Brooklyn Scholars Charter School,0.551971537
84K742,Explore Empower Charter School,0.596719397
84K744,Coney Island Preparatory Public Charter School,0.587301916
84K757,Unity Prep Charter School,0.668912345
84K758,Brooklyn Urban Garden Charter School,0.549118803
84K775,Leadership Preparatory Ocean Hill Charter School,0.686124964
84K777,Ocean Hill Collegiate Charter School,0.742818747
84K780,Brooklyn East Collegiate Charter School,0.680593703
84K782,Bedford Stuyvesant New Beginnings Charter School,0.465097309
84K803,Brooklyn LABCharter School,0.47668531
84M065,Democracy Prep Endurance Charter School,0.753690225
84M068,KIPP Washington Heights Middle School,0.760734497
84M279,The Opportunity Charter School,0.579354452
84M284,Harlem Children's Zone Promise Academy 1 Charter School,0.552072911
84M330,Girls Preparatory Charter School of New York,0.64801246
84M335,Harlem Village Academy Leadership Charter School,0.558885892
84M336,KIPP Infinity Charter School,0.825388601
84M341,Harlem Children's Zone Promise Academy II Charter School,0.631165853
84M350,Democracy Prep Charter School,0.688995771
84M351,Success Academy Charter School - Harlem 1,0.74205772
84M353,New Heights Academy Charter School,0.634719207
84M382,DREAM Charter School,0.668612995
84M384,Success Academy Charter School - Harlem 2,0.598042734
84M385,Success Academy Charter School - Harlem 3,0.663984017
84M386,Success Academy Charter School - Harlem 4,0.688859268
84M388,St. HOPE Leadership Academy Charter School,0.66386503
84M430,The Equity Project Charter School (TEP),0.814093822
84M433,Renaissance Charter High School for Innovation,0.511945941
84M478,Inwood Academy for Leadership Charter School,0.594147868
84M481,Democracy Prep Harlem Charter School,0.600956507
84M522,Broome Street Academy Charter School,0.350863655
84M704,Harbor Science and Arts Charter School,0.620532071
84M707,John V. Lindsay Wildcat Academy Charter School,0.686784397
84M708,Harlem Prep Charter School,0.589967501
84M709,Harlem Village Academy Charter School,0.67838836
84M726,KIPP STAR College Prep Charter School,0.576048243
84M861,Future Leaders Institute Charter School,0.637199454
84Q083,Central Queens Academy Charter School,0.751252368
84Q298,Middle Village Prep Charter School,0.721136802
84Q304,VOICE Charter School of New York,0.507510381
84Q321,Growing Up Green Charter School,0.743589744
84Q341,Riverton Street Charter School,0.700876895
84Q704,Merrick Academy - Queens Public Charter School,0.688752647
84Q705,Renaissance Charter School,0.512484146
84Q706,Our World Neighborhood Charter School,0.629810817
84R067,John W. Lavelle Preparatory Charter School,0.60473145
84R073,New World Preparatory Charter School,0.655287576
84X177,Mott Hall Charter School,0.611377579
84X185,Bronx Lighthouse Charter School,0.610773222
84X200,ROADS Charter School II,0.31765465
84X202,New Visions Charter High School for Advanced Math and Science II,0.655776568
84X208,New Visions Charter High School for the Humanities II,0.324945302
84X255,Bronx Charter School for Excellence,0.755656879
84X258,Tech International Charter School,0.612373308
84X345,Hyde Leadership Charter School,0.546809655
84X346,South Bronx Classical Charter School,0.702392857
84X347,International Leadership Charter High School,0.592361797
84X389,Bronx Global Learning Institute for Girls Charter School,0.626763797
84X393,University Prep Charter High School,0.621320493
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",0.534185701
84X419,Bronx Academy of Promise Charter School,0.825037707
84X422,Icahn Charter School 3,0.586403304
84X461,Metropolitan Lighthouse Charter School,0.674061203
84X471,American Dream Charter School,0.722666762
84X482,Dr. Richard Izquierdo Health and Science Charter School,0.611102541
84X487,Girls Preparatory Charter School of the Bronx,0.747460114
84X488,The Equality Charter School,0.627207196
84X491,Academic Leadership Charter School,0.876749142
84X496,Icahn Charter School 4,0.780916468
84X539,New Visions Charter High School for Advanced Math and Science,0.434071477
84X553,New Visions Charter High School for the Humanities,0.47987266
84X703,Bronx Preparatory Charter School,0.55115922
84X704,KIPP Academy Charter School,0.694029851
84X705,Family Life Academy Charter School,0.790619765
84X706,Harriet Tubman Charter School,0.722368498
84X717,Icahn Charter School,0.708896864
84K888,Achievement First HS,0.441208319
84K969,Uncommon Preparatory Charter High School,0.362036
84K979,Uncommon Charter HS 2,0.715674539
84K989,Achievement First University Prep,0.568227293
84K999,Uncommon Charter HS,0.729714286
84M888,Harlem Village Academy HS,0.543640898
84M999,KIPP NYC College Prep,0.613494191
